client_id,advisor_id,advisor_name,team,region,client_segment,age_band,household_income_band,risk_tolerance,client_status,latest_assets,last_contact_date,last_meeting_date,days_since_last_contact,trailing_3_month_net_flows,at_risk_flag
142,21,Advisor 21,High Value,West,Mass Affluent,45-54,Under $100K,Conservative,Active,1343782.67,2025-03-17,,259,79024.7,1
143,4,Advisor 04,Relationship Growth,West,Emerging,45-54,$100K-$199K,Aggressive,Active,93431.61,2025-05-07,,208,561.27,1
144,13,Advisor 13,Relationship Growth,Southeast,Mass Affluent,35-44,$100K-$199K,Growth,Active,831578.73,2025-10-20,2025-10-07,42,15378.280000000002,0
145,19,Advisor 19,Relationship Growth,West,Mass Affluent,45-54,$100K-$199K,Growth,Active,296485.43,2024-05-05,2024-05-05,575,9097.210000000001,1
146,17,Advisor 17,High Value,Southeast,Mass Affluent,65+,Under $100K,Moderate,Active,0,2026-01-08,2026-01-04,-38,0,0
147,22,Advisor 22,Acquisition,Northeast,High Value,65+,$350K+,Moderate,Active,3683665.31,2025-08-12,2025-08-12,111,371163.61,0
148,2,Advisor 02,Acquisition,West,Mass Affluent,55-64,$350K+,Growth,Active,489298.33,2025-07-30,,124,7354.599999999999,1
149,19,Advisor 19,Relationship Growth,West,Emerging,35-44,Under $100K,Conservative,Active,27391.9,2025-01-26,2025-01-26,309,853.39,1
150,23,Advisor 23,Retirement Specialists,Northeast,Emerging,35-44,Under $100K,Growth,Active,38120.86,2025-09-02,,90,796.77,0
151,3,Advisor 03,Acquisition,Southeast,Core,45-54,Under $100K,Moderate,Active,257921.88,2024-08-14,2024-08-14,474,-5114.47,1
152,19,Advisor 19,Relationship Growth,West,Emerging,35-44,$350K+,Conservative,Active,58452.15,2025-06-15,2025-06-15,169,962.39,1
153,22,Advisor 22,Acquisition,Northeast,Emerging,65+,$350K+,Moderate,Active,98342.14,2024-06-18,,531,1284.74,1
154,18,Advisor 18,Retirement Specialists,West,Core,55-64,$100K-$199K,Moderate,Active,166516.13,2024-08-27,,461,-3917.0699999999997,1
155,8,Advisor 08,Acquisition,West,High Value,55-64,$100K-$199K,Moderate,Active,1635453.79,2024-08-31,,457,10512.900000000001,1
156,21,Advisor 21,High Value,West,Core,65+,$200K-$349K,Moderate,Active,182290.68,2024-08-06,2024-07-22,482,4055.67,1
157,16,Advisor 16,Retirement Specialists,Southeast,Mass Affluent,65+,$200K-$349K,Growth,Active,346220.92,2024-05-11,2024-05-11,569,-6346.35,1
158,20,Advisor 20,Relationship Growth,Southeast,Mass Affluent,55-64,Under $100K,Moderate,Active,810378.19,2025-09-15,2025-09-13,77,5924.0199999999995,0
159,2,Advisor 02,Acquisition,West,Mass Affluent,45-54,$350K+,Moderate,Active,1378348.9,2024-12-19,2024-12-18,347,31261.12,1
160,12,Advisor 12,Retirement Specialists,Northeast,Core,55-64,$100K-$199K,Conservative,Active,154509.89,2025-04-06,,239,3148.33,1
161,2,Advisor 02,Acquisition,West,Core,65+,Under $100K,Aggressive,Active,326097.99,2025-06-07,,177,630.7799999999995,1
162,12,Advisor 12,Retirement Specialists,Northeast,Core,Under 35,$350K+,Moderate,Active,190892.86,2025-08-17,2025-08-17,106,12242.7,0
163,6,Advisor 06,Retirement Specialists,Northeast,High Value,55-64,Under $100K,Aggressive,Active,2642825.51,2025-07-27,,127,80742.26,1
164,20,Advisor 20,Relationship Growth,Southeast,Core,55-64,$350K+,Moderate,Active,315648.63,2025-02-12,,292,12597.28,1
165,7,Advisor 07,Retirement Specialists,Midwest,Mass Affluent,Under 35,$200K-$349K,Moderate,Active,316373.43,2025-08-08,,115,8622.33,0
166,12,Advisor 12,Retirement Specialists,Northeast,Emerging,35-44,Under $100K,Growth,Active,91468.14,2025-08-20,,103,2810.97,0
167,22,Advisor 22,Acquisition,Northeast,Emerging,55-64,Under $100K,Moderate,Active,70264.67,2025-02-04,,300,1317.91,1
168,9,Advisor 09,Retirement Specialists,Southeast,Emerging,55-64,$100K-$199K,Moderate,Active,35982.270000000004,2024-05-10,2024-05-10,570,-819.77,1
169,11,Advisor 11,High Value,Midwest,Emerging,65+,Under $100K,Growth,Active,56615.38,2025-03-09,,267,227.76000000000008,1
170,4,Advisor 04,Relationship Growth,West,Core,55-64,$100K-$199K,Conservative,Active,151273.49,2025-07-19,2025-07-17,135,4564.63,1
171,24,Advisor 24,Retirement Specialists,Southeast,Emerging,35-44,Under $100K,Growth,Active,127719.01000000001,2024-10-09,,418,4186.26,1
172,5,Advisor 05,Relationship Growth,West,Emerging,55-64,$100K-$199K,Moderate,Active,44380.41,2024-07-25,2024-07-25,494,1676.18,1
173,24,Advisor 24,Retirement Specialists,Southeast,Core,55-64,$350K+,Moderate,Active,335350.23,2025-09-08,,84,9273.36,0
174,21,Advisor 21,High Value,West,Emerging,55-64,$100K-$199K,Moderate,Active,41026.48,2025-11-14,2025-11-14,17,-297.77,1
175,19,Advisor 19,Relationship Growth,West,Core,35-44,Under $100K,Moderate,Active,284721.92,2025-07-19,2025-07-19,135,-556.8200000000002,1
176,16,Advisor 16,Retirement Specialists,Southeast,Core,35-44,$100K-$199K,Conservative,Active,127435.5,2024-06-22,,527,-1320.6200000000001,1
177,4,Advisor 04,Relationship Growth,West,High Value,45-54,Under $100K,Growth,Active,1868425.16,2025-06-19,2025-06-16,165,85662.73,1
178,6,Advisor 06,Retirement Specialists,Northeast,Emerging,65+,$100K-$199K,Conservative,Active,79952.24,2025-05-29,2025-05-29,186,1275.06,1
179,22,Advisor 22,Acquisition,Northeast,Core,Under 35,$200K-$349K,Moderate,Active,122795.25,2025-09-06,,86,-6507.9,1
180,13,Advisor 13,Relationship Growth,Southeast,Emerging,55-64,$350K+,Growth,Active,34251.5,2024-09-29,2024-09-12,428,626.94,1
181,9,Advisor 09,Retirement Specialists,Southeast,Emerging,65+,$200K-$349K,Growth,Active,67524.48,2025-11-02,2025-11-02,29,2625.92,0
182,24,Advisor 24,Retirement Specialists,Southeast,Emerging,45-54,$200K-$349K,Conservative,Active,56997.46,2025-11-22,2025-11-14,9,-515.17,1
183,12,Advisor 12,Retirement Specialists,Northeast,Core,55-64,Under $100K,Moderate,Active,148583.27,2024-08-18,2024-08-18,470,-204.70000000000027,1
184,17,Advisor 17,High Value,Southeast,Core,45-54,Under $100K,Moderate,Active,207625.89,2025-07-11,,143,-3036.81,1
185,3,Advisor 03,Acquisition,Southeast,Core,55-64,$100K-$199K,Growth,Active,234736.95,2024-06-13,2024-06-13,536,8503.599999999999,1
186,12,Advisor 12,Retirement Specialists,Northeast,High Value,65+,$100K-$199K,Conservative,Active,2740238.62,2025-05-02,,213,109699.91,1
187,19,Advisor 19,Relationship Growth,West,Emerging,65+,$100K-$199K,Moderate,Active,87891.18,2025-10-15,,47,3668.52,0
188,17,Advisor 17,High Value,Southeast,Mass Affluent,35-44,$100K-$199K,Moderate,Active,751204.23,2025-08-12,,111,14420.92,0
189,7,Advisor 07,Retirement Specialists,Midwest,High Value,45-54,$350K+,Conservative,Active,2993390.28,2025-04-15,2025-04-11,230,22984.549999999996,1
190,7,Advisor 07,Retirement Specialists,Midwest,Emerging,45-54,$100K-$199K,Growth,Active,51717.41,2024-06-12,2024-06-11,537,-1041.98,1
191,8,Advisor 08,Acquisition,West,Mass Affluent,Under 35,$100K-$199K,Growth,Active,515856.76,2024-03-28,2024-03-28,613,14372.93,1
192,14,Advisor 14,Relationship Growth,Midwest,Emerging,Under 35,Under $100K,Conservative,Active,83372.77,2025-09-23,,69,4547.75,0
193,21,Advisor 21,High Value,West,Emerging,35-44,$350K+,Conservative,Active,105549.56,2024-06-10,,539,2912.88,1
194,16,Advisor 16,Retirement Specialists,Southeast,Core,45-54,Under $100K,Conservative,Active,152267.74,2024-11-12,2024-11-05,384,6969.6900000000005,1
195,6,Advisor 06,Retirement Specialists,Northeast,Mass Affluent,55-64,$100K-$199K,Conservative,Active,410427.68,2024-04-28,,582,5460.76,1
196,14,Advisor 14,Relationship Growth,Midwest,Emerging,45-54,$100K-$199K,Moderate,Active,52742.6,2025-09-21,,71,1486.73,0
197,24,Advisor 24,Retirement Specialists,Southeast,Core,65+,Under $100K,Moderate,Active,315800.25,2024-05-01,2024-05-01,579,7442.29,1
198,9,Advisor 09,Retirement Specialists,Southeast,Emerging,65+,$200K-$349K,Conservative,Active,0,2026-01-16,2026-01-16,-46,0,0
199,20,Advisor 20,Relationship Growth,Southeast,Core,55-64,$100K-$199K,Moderate,Active,228063.15,2024-05-30,,550,16461.02,1
200,10,Advisor 10,Retirement Specialists,Northeast,Core,35-44,$200K-$349K,Aggressive,Active,302013.45,2025-08-21,,102,-2654.3000000000006,1
201,16,Advisor 16,Retirement Specialists,Southeast,Core,65+,Under $100K,Moderate,Active,248187.61,2024-10-18,2024-10-10,409,9928.89,1
202,24,Advisor 24,Retirement Specialists,Southeast,Mass Affluent,65+,$100K-$199K,Aggressive,Active,687057.08,2025-03-20,,256,38867.61,1
203,1,Advisor 01,Acquisition,Midwest,Core,55-64,Under $100K,Growth,Active,143064.59,2025-10-11,2025-10-11,51,1621.13,0
204,11,Advisor 11,High Value,Midwest,Core,65+,$100K-$199K,Growth,Active,174513.73,2024-09-14,,443,4510.240000000001,1
205,16,Advisor 16,Retirement Specialists,Southeast,Emerging,55-64,Under $100K,Moderate,Active,93022.5,2024-04-14,,596,-3.7200000000001125,1
206,12,Advisor 12,Retirement Specialists,Northeast,Mass Affluent,65+,$200K-$349K,Aggressive,Active,822818.64,2025-06-09,,175,52603.46,1
207,9,Advisor 09,Retirement Specialists,Southeast,Core,Under 35,$100K-$199K,Moderate,Active,151654.19,,,,-81.25000000000011,1
208,19,Advisor 19,Relationship Growth,West,Core,35-44,$100K-$199K,Moderate,Active,271844.16,2024-02-16,2024-02-16,654,7372.3099999999995,1
209,24,Advisor 24,Retirement Specialists,Southeast,High Value,55-64,$200K-$349K,Moderate,Active,4872683.67,2024-06-29,2024-06-29,520,371429.41000000003,1
210,7,Advisor 07,Retirement Specialists,Midwest,Core,55-64,Under $100K,Aggressive,Active,142768.49,2024-05-05,2024-05-05,575,3700.8,1
211,6,Advisor 06,Retirement Specialists,Northeast,High Value,45-54,$100K-$199K,Growth,Active,2036603.06,2024-05-29,2024-05-27,551,55548.29,1
212,10,Advisor 10,Retirement Specialists,Northeast,Emerging,Under 35,$200K-$349K,Moderate,Active,0,2025-12-24,2025-12-24,-23,0,0
213,10,Advisor 10,Retirement Specialists,Northeast,Mass Affluent,Under 35,Under $100K,Conservative,Active,624668.77,2024-09-08,,449,-25588.28,1
214,8,Advisor 08,Acquisition,West,Emerging,35-44,$100K-$199K,Moderate,Active,78420.61,,,,-503.31999999999994,1
215,20,Advisor 20,Relationship Growth,Southeast,Emerging,65+,$100K-$199K,Moderate,Active,78746.36,2025-04-23,,222,4933.4400000000005,1
216,9,Advisor 09,Retirement Specialists,Southeast,Mass Affluent,55-64,Under $100K,Moderate,Active,1023544.54,2025-02-21,,283,38127.700000000004,1
217,22,Advisor 22,Acquisition,Northeast,Emerging,65+,$100K-$199K,Growth,Active,30847.29,2024-11-04,2024-11-04,392,1410.59,1
218,19,Advisor 19,Relationship Growth,West,Mass Affluent,55-64,$200K-$349K,Moderate,Active,428975.57,2024-11-03,,393,3840.3900000000003,1
219,18,Advisor 18,Retirement Specialists,West,Mass Affluent,45-54,Under $100K,Moderate,Active,310137.11,2024-06-02,2024-06-02,547,-6198.65,1
220,13,Advisor 13,Relationship Growth,Southeast,High Value,55-64,$100K-$199K,Conservative,Active,2035707.72,2025-10-03,2025-10-01,59,56208.5,0
221,23,Advisor 23,Retirement Specialists,Northeast,Emerging,35-44,$100K-$199K,Moderate,Active,65124.04,2025-10-12,,50,4708.75,0
222,3,Advisor 03,Acquisition,Southeast,Core,45-54,$100K-$199K,Conservative,Active,149124.86,2025-10-03,,59,13040.96,0
223,14,Advisor 14,Relationship Growth,Midwest,Emerging,55-64,Under $100K,Moderate,Active,84796.99,2025-04-02,2025-03-27,243,499.4300000000002,1
224,8,Advisor 08,Acquisition,West,Emerging,55-64,$200K-$349K,Growth,Active,51296.78,2025-06-20,,164,615.61,1
225,4,Advisor 04,Relationship Growth,West,High Value,65+,$200K-$349K,Conservative,Active,5252838.550000001,2024-02-11,2024-02-11,659,335091.83999999997,1
226,11,Advisor 11,High Value,Midwest,Core,45-54,$100K-$199K,Growth,Active,259187.1,2024-08-08,2024-08-08,480,2903.0299999999997,1
227,21,Advisor 21,High Value,West,Emerging,45-54,Under $100K,Moderate,Active,39575.119999999995,2025-08-06,2025-08-06,117,966.4200000000001,0
228,5,Advisor 05,Relationship Growth,West,Core,55-64,$200K-$349K,Conservative,Active,224516.99,2025-07-14,2025-06-20,140,1829.33,1
229,15,Advisor 15,Acquisition,Midwest,Emerging,45-54,$200K-$349K,Growth,Active,106181.44,2024-04-16,,594,6418.9,1
230,3,Advisor 03,Acquisition,Southeast,Emerging,55-64,Under $100K,Aggressive,Active,56450.53,2025-07-03,,151,-739.1400000000001,1
231,20,Advisor 20,Relationship Growth,Southeast,Emerging,45-54,$200K-$349K,Moderate,Active,108801.96,2024-07-23,2024-07-16,496,762.0399999999997,1
232,24,Advisor 24,Retirement Specialists,Southeast,Emerging,Under 35,$200K-$349K,Aggressive,Active,151422.08,2024-07-15,2024-07-05,504,3755.01,1
233,19,Advisor 19,Relationship Growth,West,Mass Affluent,35-44,Under $100K,Moderate,Active,582271.09,2025-06-01,,183,-4139.720000000001,1
234,1,Advisor 01,Acquisition,Midwest,Mass Affluent,35-44,$100K-$199K,Growth,Active,564607.41,2024-05-08,2024-05-08,572,25558.19,1
235,20,Advisor 20,Relationship Growth,Southeast,Mass Affluent,35-44,$200K-$349K,Growth,Active,512006.47,2024-07-26,,493,-6235.75,1
236,19,Advisor 19,Relationship Growth,West,Emerging,55-64,$100K-$199K,Conservative,Active,72733.20000000001,2025-10-19,,43,2893.1000000000004,0
237,6,Advisor 06,Retirement Specialists,Northeast,Core,35-44,$200K-$349K,Moderate,Active,68804.07,,,,3395.76,1
238,19,Advisor 19,Relationship Growth,West,Mass Affluent,55-64,$200K-$349K,Moderate,Active,926032.32,2024-11-17,2024-11-17,379,45320.55,1
239,10,Advisor 10,Retirement Specialists,Northeast,Core,35-44,Under $100K,Moderate,Active,278416.27,2024-05-16,,564,10125.81,1
240,19,Advisor 19,Relationship Growth,West,Core,65+,$100K-$199K,Aggressive,Active,105025.69,2024-09-14,,443,850.3500000000001,1
241,12,Advisor 12,Retirement Specialists,Northeast,Mass Affluent,55-64,$100K-$199K,Moderate,Active,1045562.22,2025-10-04,,58,51210.229999999996,0
242,12,Advisor 12,Retirement Specialists,Northeast,High Value,Under 35,Under $100K,Moderate,Active,5866423.92,2024-10-08,2024-10-03,419,302759.66000000003,1
243,1,Advisor 01,Acquisition,Midwest,High Value,65+,Under $100K,Moderate,Active,2487461.42,2024-12-18,2024-12-18,348,198265.16999999998,1
244,24,Advisor 24,Retirement Specialists,Southeast,Mass Affluent,Under 35,$200K-$349K,Growth,Active,402207.58,2025-03-09,2025-03-09,267,10800.6,1
245,19,Advisor 19,Relationship Growth,West,Core,55-64,$100K-$199K,Moderate,Active,162173.25,2025-05-27,2025-05-22,188,4166.64,1
246,11,Advisor 11,High Value,Midwest,Core,Under 35,$200K-$349K,Growth,Active,165675.17,2025-09-09,2025-09-09,83,-6338.26,1
247,19,Advisor 19,Relationship Growth,West,Mass Affluent,55-64,$350K+,Growth,Active,769956.8200000001,2024-03-09,2024-03-09,632,48628.77,1
248,21,Advisor 21,High Value,West,Emerging,55-64,$100K-$199K,Growth,Active,71680.53,2024-10-29,2024-10-24,398,-89.42000000000002,1
249,13,Advisor 13,Relationship Growth,Southeast,Emerging,65+,$100K-$199K,Moderate,Active,18839.25,2025-12-13,2025-12-13,-12,538.51,0
250,24,Advisor 24,Retirement Specialists,Southeast,High Value,35-44,$350K+,Conservative,Active,0,2026-01-16,,-46,0,1
251,8,Advisor 08,Acquisition,West,High Value,Under 35,$350K+,Aggressive,Active,3045687.64,2024-04-11,2024-04-11,599,53389.46,1
252,9,Advisor 09,Retirement Specialists,Southeast,Core,65+,$200K-$349K,Moderate,Active,0,2025-12-30,2025-12-30,-29,0,0
253,23,Advisor 23,Retirement Specialists,Northeast,Emerging,35-44,$100K-$199K,Conservative,Active,31150.08,2024-04-11,2024-04-11,599,1468.11,1
254,16,Advisor 16,Retirement Specialists,Southeast,Core,Under 35,Under $100K,Conservative,Active,148225.02,2024-04-03,,607,5120.41,1
255,2,Advisor 02,Acquisition,West,Core,Under 35,Under $100K,Growth,Active,206385.63,,,,4173.69,1
256,2,Advisor 02,Acquisition,West,Core,35-44,$200K-$349K,Moderate,Active,141290.76,2025-04-14,,231,4891.52,1
257,13,Advisor 13,Relationship Growth,Southeast,Emerging,35-44,$350K+,Aggressive,Active,39245.6,2024-12-04,,362,491.43000000000006,1
258,14,Advisor 14,Relationship Growth,Midwest,High Value,55-64,Under $100K,Conservative,Active,1100061.0,2025-10-06,2025-10-06,56,17524.65,0
259,17,Advisor 17,High Value,Southeast,Mass Affluent,55-64,$200K-$349K,Moderate,Active,453981.53,2025-06-30,2025-06-30,154,13329.44,1
260,21,Advisor 21,High Value,West,Emerging,55-64,$100K-$199K,Growth,Active,36024.72,2025-03-04,,272,630.4,1
261,21,Advisor 21,High Value,West,Core,45-54,$200K-$349K,Moderate,Active,277552.51,2024-05-17,,563,7592.65,1
262,17,Advisor 17,High Value,Southeast,Core,65+,$200K-$349K,Moderate,Active,225435.45,2025-09-12,2025-09-12,80,6283.91,0
263,14,Advisor 14,Relationship Growth,Midwest,Core,45-54,$100K-$199K,Moderate,Active,341482.71,2024-02-13,2024-02-13,657,11322.84,1
264,14,Advisor 14,Relationship Growth,Midwest,Mass Affluent,55-64,$200K-$349K,Conservative,Active,721612.84,2024-04-12,2024-04-12,598,61783.020000000004,1
265,24,Advisor 24,Retirement Specialists,Southeast,Emerging,45-54,$100K-$199K,Moderate,Active,77647.03,2025-02-21,,283,3934.16,1
266,23,Advisor 23,Retirement Specialists,Northeast,Emerging,45-54,Under $100K,Moderate,Active,41183.11,2024-02-18,2024-02-02,652,1825.1599999999999,1
267,23,Advisor 23,Retirement Specialists,Northeast,Emerging,45-54,Under $100K,Moderate,Active,101546.99,2024-07-16,2024-07-08,503,-1651.4700000000003,1
268,22,Advisor 22,Acquisition,Northeast,Core,55-64,$200K-$349K,Moderate,Active,318237.42000000004,2025-01-28,,307,21938.68,1
269,12,Advisor 12,Retirement Specialists,Northeast,Core,45-54,$350K+,Conservative,Active,177013.18,2025-08-21,2025-08-06,102,-527.69,1
270,6,Advisor 06,Retirement Specialists,Northeast,Mass Affluent,35-44,$100K-$199K,Growth,Active,334236.84,2024-04-10,2024-04-10,600,7480.94,1
271,3,Advisor 03,Acquisition,Southeast,Core,65+,$100K-$199K,Moderate,Active,122354.28,2025-10-22,2025-10-04,40,709.3200000000002,0
272,15,Advisor 15,Acquisition,Midwest,Mass Affluent,45-54,$100K-$199K,Moderate,Active,922327.8400000001,2024-03-05,2024-03-01,636,55005.52,1
273,19,Advisor 19,Relationship Growth,West,Emerging,Under 35,$100K-$199K,Moderate,Active,104245.35,2024-12-27,,339,851.77,1
274,10,Advisor 10,Retirement Specialists,Northeast,Emerging,65+,$350K+,Moderate,Active,31098.13,2025-05-22,,193,-272.0,1
275,8,Advisor 08,Acquisition,West,Core,35-44,$100K-$199K,Moderate,Active,134998.02,2024-03-03,2024-02-26,638,10888.8,1
276,15,Advisor 15,Acquisition,Midwest,Core,55-64,$100K-$199K,Conservative,Active,143696.21,2024-03-03,2024-03-03,638,5028.84,1
277,22,Advisor 22,Acquisition,Northeast,Mass Affluent,65+,$200K-$349K,Conservative,Active,504859.08,2024-11-21,2024-11-21,375,34343.83,1
278,5,Advisor 05,Relationship Growth,West,Emerging,65+,$200K-$349K,Aggressive,Active,75059.19,2024-06-30,2024-06-27,519,3545.6400000000003,1
279,6,Advisor 06,Retirement Specialists,Northeast,Mass Affluent,55-64,Under $100K,Moderate,Active,226652.78,,,,7354.63,1
280,19,Advisor 19,Relationship Growth,West,Emerging,55-64,$100K-$199K,Moderate,Active,68124.33,2025-12-05,,-4,1534.07,0
281,3,Advisor 03,Acquisition,Southeast,Emerging,35-44,$100K-$199K,Aggressive,Active,41033.94,2025-04-05,,240,3671.01,1
282,10,Advisor 10,Retirement Specialists,Northeast,Emerging,35-44,Under $100K,Moderate,Active,91858.83,2025-03-29,,247,1881.3500000000001,1
283,20,Advisor 20,Relationship Growth,Southeast,Emerging,55-64,$100K-$199K,Moderate,Active,43532.119999999995,2024-07-10,2024-07-10,509,146.37,1
284,14,Advisor 14,Relationship Growth,Midwest,Mass Affluent,45-54,Under $100K,Conservative,Active,1229780.99,2024-01-31,,670,58634.49,1
